index,name
227,ST
228,ST
229,ST
230,ST
231,ST
232,ST
233,ST
234,ST
235,ST
236,ST
237,ST
238,ST
239,ST
240,ST
241,ST
242,ST
243,ST
244,ST
245,ST
246,ST
247,ST
248,ST
249,ST
250,ST
251,ST
252,ST
253,ST
254,ST
255,ST
256,ST
257,ST
258,ST
259,ST
260,ST
261,ST
262,ST
263,ST
264,ST
265,ST
266,ST
267,ST
268,ST
269,ST
270,ST
271,ST
272,ST
273,ST
274,ST
275,ST
276,ST
277,ST
278,ST
279,ST
280,ST
281,ST
282,ST
283,ST
284,ST
285,ST
286,ST
287,ST
288,ST
289,ST
290,ST
291,ST
292,ST
293,ST
294,ST
295,ST
296,ST
297,ST
298,ST
299,ST
300,ST
301,ST
302,ST
303,ST
304,ST
305,ST
306,ST
307,ST
308,ST
309,ST
310,ST
311,ST
312,ST
313,ST
314,ST
315,ST
316,ST
317,ST
318,ST
319,ST
320,ST
321,ST
322,ST
323,ST
324,ST
325,ST
326,ST
327,ST
328,ST
329,ST
330,ST
331,ST
332,ST
333,ST
334,ST
335,ST
336,ST
337,ST
338,ST
339,ST
340,ST
341,ST
342,ST
343,ST
344,ST
345,ST
346,ST
347,ST
348,ST
349,ST
350,ST
351,ST
352,ST
353,ST
354,ST
355,ST
356,ST
357,ST
358,ST
359,ST
360,ST
361,ST
362,ST
363,ST
364,ST
365,ST
366,ST
367,ST
368,ST
369,ST
370,ST
371,ST
372,ST
373,ST
374,ST
375,ST
376,ST
377,ST
378,ST
379,ST
380,ST
381,ST
382,ST
383,ST
384,ST
385,ST
386,ST
387,ST
388,ST
389,ST
390,ST
391,ST
392,ST
393,ST
394,ST
395,ST
396,ST
397,ST
398,ST
399,ST
400,ST
401,ST
402,ST
403,ST
404,ST
405,ST
406,ST
407,ST
408,ST
409,ST
410,ST
411,ST
412,ST
413,ST
414,ST
415,ST
416,ST
417,ST
418,ST
419,ST
420,ST
421,ST
422,ST
423,ST
424,ST
425,ST
426,ST
427,ST
428,ST
429,ST
430,ST
431,ST
432,ST
433,ST
434,ST
435,ST
436,ST
437,ST
438,ST
439,ST
440,ST
441,ST
442,ST
443,ST
444,ST
445,ST
446,ST
447,ST
448,ST
449,ST
450,ST
451,ST
452,ST
453,ST
454,ST
455,ST
456,ST
457,ST
458,ST
459,ST
460,ST
461,ST
462,ST
463,ST
464,ST
465,ST
466,ST
467,ST
468,ST
469,ST
470,ST
471,ST
472,ST
473,ST
474,ST
475,ST
476,ST
477,ST
478,ST
479,ST
480,ST
481,ST
482,ST
483,ST
484,ST
485,ST
486,ST
487,ST
488,ST
489,ST
490,ST
491,ST
492,PL
493,PL
494,PL
495,PL
496,PL
497,ST
498,ST
499,ST
500,ST
501,ST
502,ST
503,ST
504,ST
505,ST
506,ST
507,ST
508,ST
509,ST
510,ST
511,ST
512,ST
513,ST
514,ST
515,ST
516,ST
517,ST
518,ST
519,ST
520,ST
521,ST
522,ST
523,ST
524,ST
525,ST
526,ST
527,ST
528,ST
529,ST
530,ST
531,ST
532,ST
533,ST
534,ST
535,ST
536,ST
537,ST
538,ST
539,ST
540,ST
541,ST
542,ST
543,ST
544,ST
545,ST
546,ST
547,ST
548,ST
549,ST
550,ST
551,ST
552,ST
553,ST
554,ST
555,ST
556,ST
557,ST
558,ST
559,ST
560,ST
561,ST
562,ST
563,ST
564,ST
565,ST
566,ST
567,ST
568,ST
569,ST
570,PL
571,ST
572,ST
573,ST
574,ST
575,ST
576,ST
577,ST
578,ST
579,ST
580,ST
581,ST
582,ST
583,ST
584,ST
585,ST
586,ST
587,ST
588,ST
589,ST
590,ST
591,ST
592,ST
593,ST
594,ST
595,ST
596,ST
597,ST
598,ST
599,ST
600,ST
601,ST
602,ST
603,ST
604,ST
605,ST
606,ST
607,ST
608,ST
609,ST
610,ST
611,ST
612,ST
613,ST
614,ST
615,ST
616,ST
617,ST
618,ST
619,ST
620,ST
621,ST
622,ST
623,ST
624,ST
625,ST
626,ST
627,ST
628,ST
629,ST
630,ST
631,ST
632,ST
633,ST
634,ST
635,ST
636,ST
637,ST
638,ST
639,ST
640,ST
641,ST
642,ST
643,ST
644,ST
645,ST
646,ST
647,ST
648,ST
649,ST
650,ST
651,ST
652,ST
653,ST
654,ST
655,ST
656,ST
657,ST
658,ST
659,ST
660,ST
661,ST
662,ST
663,ST
664,ST
665,ST
666,ST
667,ST
668,ST
669,ST
670,ST
671,ST
672,ST
673,ST
674,ST
675,ST
676,ST
677,ST
678,ST
679,ST
680,ST
681,ST
682,ST
683,ST
684,ST
685,ST
686,ST
687,ST
688,ST
689,ST
690,ST
691,ST
692,ST
693,ST
694,ST
695,ST
696,ST
697,ST
698,ST
699,ST
700,ST
701,ST
702,ST
703,ST
704,ST
705,ST
706,ST
707,ST
708,ST
709,PL
710,PL
711,PL
712,PL
713,PL
714,ST
715,ST
716,ST
717,ST
718,ST
719,ST
720,ST
721,ST
722,ST
723,PL
724,OTHER
725,ST
726,ST
727,ST
728,ST
729,ST
730,ST
731,ST
732,ST
733,ST
734,ST
735,ST
736,ST
737,ST
738,ST
739,ST
740,ST
741,ST
742,ST
743,ST
744,ST
745,ST
746,ST
747,ST
748,ST
749,ST
750,ST
751,ST
752,ST
753,ST
754,ST
755,ST
756,ST
757,ST
758,ST
759,ST
760,ST
761,ST
762,ST
763,ST
764,ST
765,ST
766,ST
767,ST
768,ST
769,ST
770,ST
771,ST
772,ST
773,ST
774,ST
775,ST
776,ST
777,ST
778,ST
779,ST
780,ST
781,ST
782,ST
783,ST
784,ST
785,ST
786,ST
787,ST
788,ST
789,ST
790,ST
791,ST
792,ST
793,ST
794,ST
795,ST
796,ST
797,ST
798,ST
799,ST
800,ST
801,ST
802,PL
803,ST
804,ST
805,ST
806,ST
807,ST
808,ST
809,ST
810,ST
811,ST
812,ST
813,ST
814,ST
815,ST
816,ST
817,ST
818,ST
819,ST
820,ST
821,ST
822,ST
823,ST
824,ST
825,ST
826,ST
827,ST
828,ST
829,ST
830,ST
831,ST
832,ST
833,ST
834,ST
835,ST
836,ST
837,ST
838,ST
839,ST
840,ST
841,ST
842,ST
843,ST
844,ST
845,ST
846,ST
847,ST
848,ST
849,ST
850,ST
851,ST
852,ST
853,ST
854,ST
855,ST
856,ST
857,ST
858,ST
859,ST
860,ST
861,ST
862,ST
863,ST
864,ST
865,ST
866,ST
867,ST
868,ST
869,ST
870,ST
871,ST
872,ST
873,ST
874,ST
875,ST
876,ST
877,ST
878,ST
879,ST
880,ST
881,PL
882,ST
883,ST
884,ST
885,ST
886,ST
887,ST
888,ST
889,ST
890,ST
891,ST
892,ST
893,ST
894,ST
895,ST
896,ST
897,ST
898,ST
899,ST
900,ST
901,ST
902,ST
903,ST
904,ST
905,ST
906,ST
907,ST
908,ST
909,ST
910,ST
911,ST
912,ST
913,ST
914,ST
915,ST
916,ST
917,ST
918,ST
919,ST
920,ST
921,ST
922,ST
923,ST
924,ST
925,ST
926,ST
927,ST
928,ST
929,ST
930,ST
931,ST
932,ST
933,ST
934,ST
935,ST
936,ST
937,ST
938,ST
939,ST
940,ST
941,ST
942,ST
943,ST
944,ST
945,ST
946,ST
947,ST
948,ST
949,ST
950,ST
951,ST
952,ST
953,ST
954,ST
955,ST
956,ST
957,ST
958,ST
959,ST
960,ST
961,ST
962,ST
963,ST
964,ST
965,ST
966,ST
967,ST
968,ST
969,ST
970,ST
971,ST
972,ST
973,ST
974,ST
975,ST
976,ST
977,ST
978,ST
979,ST
980,ST
981,ST
982,ST
983,ST
984,ST
985,ST
986,ST
987,ST
988,ST
989,ST
990,ST
991,ST
992,ST
993,ST
994,ST
995,ST
996,ST
997,ST
998,ST
999,ST
1000,ST
1001,ST
1002,ST
1003,ST
1004,ST
1005,ST
1006,ST
1007,ST
1008,ST
1009,ST
1010,ST
1011,ST
1012,ST
1013,ST
1014,ST
1015,ST
1016,ST
1017,ST
1018,ST
1019,ST
1020,ST
1021,ST
1022,ST
1023,ST
1024,ST
1025,ST
1026,ST
1027,ST
1028,ST
1029,ST
1030,ST
1031,ST
1032,ST
1033,ST
1034,ST
1035,ST
1036,ST
1037,ST
1038,ST
1039,ST
1040,ST
1041,ST
1042,ST
1043,ST
1044,ST
1045,ST
1046,ST
1047,ST
1048,ST
1049,ST
1050,ST
1051,ST
1052,ST
1053,ST
1054,ST
1055,ST
1056,ST
1057,ST
1058,ST
1059,ST
1060,ST
1061,ST
1062,ST
1063,ST
1064,ST
1065,ST
1066,ST
1067,ST
1068,ST
1069,ST
1070,ST
1071,ST
1072,ST
1073,ST
1074,ST
1075,ST
1076,ST
1077,ST
1078,ST
1079,ST
1080,ST
1081,ST
1082,ST
1083,ST
1084,ST
1085,ST
1086,ST
1087,ST
1088,ST
1089,ST
1090,ST
1091,ST
1092,ST
1093,ST
1094,ST
1095,ST
1096,ST
1097,ST
1098,ST
1099,ST
1100,ST
1101,ST
1102,ST
1103,ST
1104,ST
1105,ST
1106,ST
1107,ST
1108,ST
1109,ST
1110,ST
1111,ST
1112,ST
1113,ST
1114,ST
1115,ST
1116,ST
1117,ST
1118,ST
1119,ST
1120,ST
1121,ST
1122,ST
1123,ST
1124,ST
1125,ST
1126,ST
1127,ST
1128,ST
1129,ST
1130,ST
1131,ST
1132,ST
1133,ST
1134,ST
1135,ST
1136,ST
1137,ST
1138,ST
1139,ST
1140,ST
1141,ST
1142,ST
1143,ST
1144,ST
1145,ST
1146,ST
1147,ST
1148,ST
1149,ST
1150,ST
1151,ST
1152,ST
1153,ST
1154,ST
1155,ST
1156,ST
1157,ST
1158,ST
1159,ST
1160,ST
1161,ST
1162,ST
1163,ST
1164,ST
1165,ST
1166,ST
1167,ST
1168,ST
1169,ST
1170,ST
1171,ST
1172,ST
1173,ST
1174,ST
1175,ST
1176,ST
1177,ST
1178,ST
1179,ST
1180,ST
1181,ST
1182,ST
1183,ST
1184,ST
1185,ST
1186,ST
1187,ST
1188,ST
1189,ST
1190,ST
1191,ST
1192,ST
1193,ST
1194,ST
1195,ST
1196,ST
1197,ST
1198,ST
1199,ST
1200,ST
1201,ST
1202,ST
1203,ST
1204,ST
1205,ST
1206,ST
1207,ST
1208,ST
1209,ST
1210,ST
1211,ST
1212,ST
1213,ST
1214,ST
1215,ST
1216,ST
1217,ST
1218,PL
1219,PL
1220,ST
1221,ST
1222,ST
1223,ST
1224,ST
1225,ST
1226,ST
1227,ST
1228,ST
1229,ST
1230,ST
1231,ST
1232,ST
1233,ST
1234,ST
1235,ST
1236,ST
1237,ST
1238,ST
1239,ST
1240,ST
1241,ST
1242,ST
1243,ST
1244,ST
1245,ST
1246,ST
1247,ST
1248,ST
1249,ST
1250,ST
1251,ST
1252,ST
1253,ST
1254,ST
1255,ST
1256,ST
1257,ST
1258,ST
1259,ST
1260,ST
1261,ST
1262,ST
1263,ST
1264,ST
1265,ST
1266,ST
1267,ST
1268,ST
1269,ST
1270,ST
1271,ST
1272,ST
1273,ST
1274,ST
1275,ST
1276,ST
1277,ST
1278,ST
1279,ST
1280,ST
1281,ST
1282,ST
1283,ST
1284,ST
1285,ST
1286,ST
1287,ST
1288,ST
1289,ST
1290,ST
1291,ST
1292,ST
1293,ST
1294,ST
1295,ST
1296,ST
1297,ST
1298,ST
1299,ST
1300,ST
1301,ST
1302,ST
1303,ST
1304,ST
1305,ST
1306,ST
1307,PL
1308,PL
1309,PL
1310,PL
1311,PL
1312,PL
1313,PL
1314,ST
1315,ST
1316,ST
1317,ST
1318,ST
1319,ST
1320,ST
1321,ST
1322,ST
1323,ST
1324,ST
1325,ST
1326,ST
1327,ST
1328,ST
1329,ST
1330,ST
1331,ST
1332,ST
1333,ST
1334,ST
1335,ST
1336,ST
1337,ST
1338,ST
1339,ST
1340,ST
1341,ST
1342,ST
1343,ST
1344,ST
1345,ST
1346,ST
1347,ST
1348,ST
1349,ST
1350,ST
1351,ST
1352,ST
1353,PL
1354,PL
1355,PL
1356,ST
1357,ST
1358,ST
1359,ST
1360,ST
1361,ST
1362,ST
1363,ST
1364,ST
1365,ST
1366,ST
1367,ST
1368,ST
1369,ST
1370,ST
1371,ST
1372,ST
1373,ST
1374,ST
1375,ST
1376,ST
1377,ST
1378,ST
1379,ST
1380,ST
1381,ST
1382,ST
1383,ST
1384,ST
1385,ST
1386,ST
1387,ST
1388,PL
1389,PL
1390,PL
1391,PL
1392,ST
1393,ST
1394,ST
1395,ST
1396,ST
1397,ST
1398,ST
1399,ST
1400,ST
1401,ST
1402,ST
1403,ST
1404,ST
1405,ST
1406,ST
1407,ST
1408,ST
1409,ST
1410,ST
1411,ST
1412,ST
1413,ST
1414,ST
1415,PL
1416,PL
1417,PL
1418,PL
1419,PL
1420,PL
1421,ST
1422,ST
1423,ST
1424,ST
1425,ST
1426,ST
1427,ST
1428,ST
1429,ST
1430,ST
1431,ST
1432,ST
1433,ST
1434,ST
1435,ST
1436,ST
1437,ST
1438,ST
1439,ST
1440,ST
1441,ST
1442,ST
1443,PL
1444,PL
1445,ST
1446,ST
1447,ST
1448,ST
1449,ST
1450,ST
1451,ST
1452,ST
1453,ST
1454,ST
1455,ST
1456,ST
1457,ST
1458,ST
1459,ST
1460,ST
1461,ST
1462,ST
1463,ST
1464,ST
1465,ST
1466,ST
1467,ST
1468,ST
1469,ST
1470,ST
1471,ST
1472,ST
1473,ST
1474,ST
1475,ST
1476,ST
1477,ST
1478,ST
1479,ST
1480,ST
1481,ST
1482,ST
1483,ST
1484,ST
1485,ST
1486,ST
1487,PL
1488,PL
1489,PL
1490,PL
1491,ST
1492,ST
1493,ST
1494,ST
1495,ST
1496,ST
1497,ST
1498,ST
1499,ST
1500,ST
1501,ST
1502,ST
1503,ST
1504,ST
1505,ST
1506,ST
1507,ST
1508,ST
1509,ST
1510,ST
1511,ST
1512,ST
1513,ST
1514,ST
1515,ST
1516,ST
1517,ST
1518,ST
1519,ST
1520,ST
1521,ST
1522,ST
1523,ST
1524,ST
1525,ST
1526,PL
1527,PL
1528,PL
1529,ST
1530,ST
1531,ST
1532,ST
1533,ST
1534,ST
1535,ST
1536,ST
1537,ST
1538,ST
1539,ST
1540,ST
1541,ST
1542,ST
1543,ST
1544,ST
1545,ST
1546,ST
1547,ST
1548,ST
1549,ST
1550,ST
1551,ST
1552,ST
1553,ST
1554,ST
1555,ST
1556,ST
1557,ST
1558,ST
1559,ST
1560,ST
1561,ST
1562,ST
1563,ST
1564,ST
1565,ST
1566,ST
1567,ST
1568,ST
1569,ST
1570,ST
1571,ST
1572,ST
1573,ST
1574,ST
1575,ST
1576,ST
1577,ST
1578,ST
1579,ST
1580,ST
1581,ST
1582,ST
1583,ST
1584,ST
1585,ST
1586,ST
1587,PL
1588,PL
1589,ST
1590,ST
1591,ST
1592,ST
1593,ST
1594,ST
1595,ST
1596,ST
1597,ST
1598,ST
1599,ST
1600,ST
1601,PL
1602,PL
1603,PL
1604,PL
1605,ST
1606,ST
1607,ST
1608,ST
1609,ST
1610,ST
1611,ST
1612,ST
1613,ST
1614,ST
1615,ST
1616,ST
1617,ST
1618,ST
1619,ST
1620,ST
1621,ST
1622,ST
1623,ST
1624,ST
1625,ST
1626,ST
1627,ST
1628,ST
1629,ST
1630,ST
1631,ST
1632,ST
1633,ST
1634,ST
1635,ST
1636,ST
1637,ST
1638,ST
1639,ST
1640,ST
1641,ST
1642,ST
1643,ST
1644,ST
1645,ST
1646,ST
1647,ST
1648,ST
1649,ST
1650,ST
1651,ST
1652,ST
1653,ST
1654,ST
1655,ST
1656,ST
1657,ST
1658,ST
1659,ST
1660,ST
1661,ST
1662,ST
1663,ST
1664,ST
1665,ST
1666,ST
1667,ST
1668,ST
1669,ST
1670,ST
1671,ST
1672,ST
1673,ST
1674,ST
1675,ST
1676,ST
1677,ST
1678,ST
1679,ST
1680,ST
1681,ST
1682,ST
1683,ST
1684,PL
1685,ST
1686,ST
1687,ST
1688,ST
1689,ST
1690,ST
1691,ST
1692,ST
1693,ST
1694,ST
1695,ST
1696,ST
1697,ST
1698,ST
1699,ST
1700,ST
1701,ST
1702,ST
1703,ST
1704,ST
1705,ST
1706,ST
1707,ST
1708,ST
1709,ST
1710,ST
1711,ST
1712,PL
1713,PL
1714,ST
1715,ST
1716,ST
1717,ST
1718,ST
1719,ST
1720,ST
1721,ST
1722,ST
1723,ST
1724,ST
1725,ST
1726,ST
1727,ST
1728,ST
1729,ST
1730,ST
1731,ST
1732,ST
1733,ST
1734,ST
1735,ST
1736,ST
1737,PL
1738,PL
1739,PL
1740,PL
1741,PL
1742,ST
1743,ST
1744,ST
1745,ST
1746,ST
1747,ST
1748,ST
1749,ST
1750,ST
1751,ST
1752,ST
1753,ST
1754,ST
1755,ST
1756,ST
1757,ST
1758,ST
1759,ST
1760,ST
1761,ST
1762,ST
1763,ST
1764,PL
1765,PL
1766,PL
1767,PL
1768,ST
1769,ST
1770,ST
1771,ST
1772,ST
1773,ST
1774,ST
1775,ST
1776,ST
1777,ST
1778,ST
1779,ST
1780,ST
1781,ST
1782,ST
1783,ST
1784,ST
1785,ST
1786,ST
1787,ST
1788,ST
1789,ST
1790,ST
1791,ST
1792,PL
1793,ST
1794,ST
1795,ST
1796,ST
1797,ST
1798,ST
1799,ST
1800,ST
1801,ST
1802,ST
1803,ST
1804,ST
1805,ST
1806,ST
1807,ST
1808,ST
1809,ST
1810,ST
1811,ST
1812,ST
1813,ST
1814,ST
1815,ST
1816,ST
1817,ST
1818,ST
1819,ST
1820,ST
1821,ST
1822,ST
1823,ST
1824,ST
1825,ST
1826,ST
1827,ST
1828,ST
1829,ST
1830,ST
1831,ST
1832,ST
1833,PL
1834,ST
1835,PL
1836,ST
1837,ST
1838,ST
1839,ST
1840,ST
1841,ST
1842,ST
1843,ST
1844,ST
1845,ST
1846,ST
1847,ST
1848,ST
1849,ST
1850,ST
1851,ST
1852,ST
1853,ST
1854,ST
1855,ST
1856,ST
1857,ST
1858,ST
1859,ST
1860,ST
1861,ST
1862,ST
1863,ST
1864,ST
1865,ST
1866,ST
1867,ST
1868,ST
1869,ST
1870,ST
1871,ST
1872,ST
1873,ST
1874,ST
1875,ST
1876,ST
1877,ST
1878,ST
1879,ST
1880,ST
1881,ST
1882,ST
1883,ST
1884,ST
1885,ST
1886,ST
1887,ST
1888,ST
1889,ST
1890,ST
1891,ST
1892,ST
1893,ST
1894,ST
1895,ST
1896,ST
1897,ST
1898,PL
1899,ST
1900,ST
1901,ST
1902,ST
1903,ST
1904,ST
1905,ST
1906,ST
1907,ST
1908,ST
1909,ST
1910,ST
1911,ST
1912,ST
1913,ST
1914,ST
1915,ST
1916,ST
1917,ST
1918,ST
1919,ST
1920,PL
1921,PL
1922,ST
1923,ST
1924,ST
1925,ST
1926,ST
1927,ST
1928,ST
1929,ST
1930,ST
1931,ST
1932,ST
1933,ST
1934,ST
1935,ST
1936,ST
1937,ST
1938,ST
1939,ST
1940,ST
1941,ST
1942,ST
1943,PL
1944,PL
1945,DR
1946,DR
1947,CIR
1948,CIR
1949,CIR
1950,CIR
1951,ST
1952,ST
1953,ST
1954,ST
1955,PL
1956,PL
1957,PL
1958,PL
1959,TER
1960,TER
1961,TER
1962,TER
1963,TER
1964,TER
1965,TER
1966,TER
1967,AVE
1968,AVE
1969,AVE
1970,AVE
1971,PL
1972,RD
1973,PL
1974,PL
1975,PL
1976,ST
1977,ST
1978,ST
1979,ST
1980,ST
1981,ST
1982,ST
1983,ST
1984,ST
1985,ST
1986,ST
1987,ST
1988,ST
1989,ST
1990,ST
1991,ST
1992,ST
1993,ST
1994,ST
1995,PL
1996,PL
1997,PL
1998,PL
1999,PL
2000,PL
2001,PL
2002,PL
2003,PL
2004,PL
2005,ST
2006,ST
2007,ST
2008,ST
2009,CT
2010,TER
2011,PL
2012,PL
2013,PL
2014,PL
2015,PL
2016,ST
2017,ST
2018,ST
2019,RD
2020,RD
2021,RD
2022,RD
2023,RD
2024,RD
2025,RD
2026,RD
2027,AVE
2028,AVE
2029,AVE
2030,AVE
2031,AVE
2032,AVE
2033,AVE
2034,AVE
2035,AVE
2036,AVE
2037,AVE
2038,ST
2039,ST
2040,ST
2041,ST
2042,ST
2043,ST
2044,ST
2045,ST
2046,ST
2047,CRES
2048,CRES
2049,CRES
2050,CRES
2051,CRES
2052,CRES
2053,CRES
2054,CRES
2055,CRES
2056,CRES
2057,RD
2058,RD
2059,RD
2060,RD
2061,RD
2062,RD
2063,ST
2064,ST
2065,ST
2066,ST
2067,ST
2068,ST
2069,ST
2070,ST
2071,ST
2072,ST
2073,ST
2074,ST
2075,ST
2076,ST
2077,ST
2078,ST
2079,ST
2080,AVE
2081,AVE
2082,AVE
2083,AVE
2084,AVE
2085,AVE
2086,AVE
2087,AVE
2088,AVE
2089,AVE
2090,AVE
2091,AVE
2092,AVE
2093,AVE
2094,AVE
2095,AVE
2096,AVE
2097,AVE
2098,ST
2099,ST
2100,DR
2101,PL
2102,PL
2103,AVE
2104,AVE
2105,PL
2106,TER
2107,CT
2108,CT
2109,CT
2110,CT
2111,AVE
2112,AVE
2113,AVE
2114,AVE
2115,AVE
2116,AVE
2117,AVE
2118,AVE
2119,AVE
2120,AVE
2121,AVE
2122,AVE
2123,AVE
2124,LN
2125,LN
2126,ST
2127,ST
2128,ST
2129,ST
2130,ST
2131,ST
2132,ST
2133,ST
2134,ST
2135,PL
2136,PL
2137,PL
2138,PL
2139,ST
2140,PL
2141,ST
2142,AVE
2143,AVE
2144,AVE
2145,AVE
2146,AVE
2147,AVE
2148,AVE
2149,AVE
2150,AVE
2151,AVE
2152,AVE
2153,AVE
2154,AVE
2155,AVE
2156,AVE
2157,AVE
2158,CT
2159,CT
2160,DR
2161,DR
2162,DR
2163,DR
2164,DR
2165,LN
2166,PL
2167,RD
2168,RD
2169,RD
2170,RD
2171,TER
2172,TER
2173,TER
2174,AVE
2175,AVE
2176,AVE
2177,AVE
2178,AVE
2179,TER
2180,PL
2181,ST
2182,ST
2183,ST
2184,ST
2185,ST
2186,ST
2187,ST
2188,DR
2189,PL
2190,RD
2191,RD
2192,RD
2193,RD
2194,RD
2195,RD
2196,RD
2197,RD
2198,RD
2199,ST
2200,AVE
2201,AVE
2202,AVE
2203,AVE
2204,AVE
2205,AVE
2206,AVE
2207,AVE
2208,AVE
2209,AVE
2210,AVE
2211,AVE
2212,AVE
2213,AVE
2214,AVE
2215,AVE
2216,AVE
2217,PL
2218,PL
2219,PL
2220,ST
2221,AVE
2222,ST
2223,ST
2224,ST
2225,ST
2226,ST
2227,ST
2228,PL
2229,PL
2230,PL
2231,PL
2232,PL
2233,ST
2234,PL
2235,CT
2236,CT
2237,DR
2238,DR
2239,DR
2240,CT
2241,ST
2242,ST
2243,ST
2244,ST
2245,ST
2246,ST
2247,ST
2248,ST
2249,ST
2250,ST
2251,ST
2252,ST
2253,ST
2254,ST
2255,ST
2256,ST
2257,ST
2258,ST
2259,ST
2260,ST
2261,ST
2262,ST
2263,ST
2264,ST
2265,AVE
2266,AVE
2267,AVE
2268,AVE
2269,AVE
2270,AVE
2271,AVE
2272,AVE
2273,AVE
2274,AVE
2275,AVE
2276,AVE
2277,AVE
2278,AVE
2279,AVE
2280,PL
2281,PL
2282,PL
2283,ST
2284,PL
2285,PL
2286,ST
2287,PL
2288,PL
2289,PL
2290,PL
2291,ST
2292,ST
2293,ST
2294,ST
2295,TER
2296,ST
2297,ST
2298,ST
2299,ST
2300,ST
2301,ST
2302,ST
2303,ST
2304,AVE
2305,AVE
2306,AVE
2307,AVE
2308,AVE
2309,AVE
2310,AVE
2311,AVE
2312,AVE
2313,ST
2314,ST
2315,ST
2316,ST
2317,ST
2318,ST
2319,ST
2320,ST
2321,ST
2322,LN
2323,PL
2324,PL
2325,RD
2326,AVE
2327,AVE
2328,AVE
2329,AVE
2330,AVE
2331,AVE
2332,AVE
2333,AVE
2334,AVE
2335,AVE
2336,AVE
2337,AVE
2338,CT
2339,CT
2340,CT
2341,CT
2342,CT
2343,CT
2344,TER
2345,PL
2346,ST
2347,ST
2348,ST
2349,ST
2350,ST
2351,ST
2352,ST
2353,ST
2354,ST
2355,ST
2356,ST
2357,ST
2358,ST
2359,ST
2360,ST
2361,ST
2362,AVE
2363,ST
2364,ST
2365,ST
2366,ST
2367,ST
2368,ST
2369,ST
2370,ST
2371,ST
2372,ST
2373,ST
2374,ST
2375,ST
2376,ST
2377,ST
2378,ST
2379,ST
2380,ST
2381,ST
2382,ST
2383,ST
2384,ST
2385,ST
2386,ST
2387,CT
2388,PL
2389,PL
2390,PL
2391,PL
2392,CT
2393,CT
2394,CT
2395,CT
2396,ST
2397,ST
2398,ST
2399,ST
2400,ST
2401,ST
2402,ST
2403,ST
2404,ST
2405,ST
2406,ST
2407,ST
2408,ST
2409,ST
2410,ST
2411,ST
2412,ST
2413,ST
2414,ST
2415,ST
2416,ST
2417,ST
2418,ST
2419,ST
2420,ST
2421,ST
2422,ST
2423,ST
2424,AVE
2425,AVE
2426,ST
2427,ST
2428,ST
2429,ST
2430,ST
2431,ST
2432,ST
2433,CT
2434,CT
2435,CT
2436,PL
2437,PL
2438,ST
2439,ST
2440,ST
2441,ST
2442,ST
2443,ST
2444,ST
2445,ST
2446,ST
2447,PL
2448,PL
2449,PL
2450,RD
2451,RD
2452,RD
2453,RD
2454,ST
2455,ST
2456,ST
2457,ST
2458,RD
2459,RD
2460,RD
2461,RD
2462,RD
2463,RD
2464,RD
2465,TER
2466,RD
2467,AVE
2468,AVE
2469,AVE
2470,AVE
2471,AVE
2472,AVE
