index_seg,csl
97,2.5999999999999996
98,2.0
101,4.0
104,4.0
127,4.0
179,2.0
180,3.0
181,3.0000000000000004
183,2.0
267,2.545454545454545
269,4.0
329,4.0
577,3.0000000000000004
578,2.6470588235294117
579,3.0
580,4.0
581,5.0
582,3.0
583,3.0000000000000004
648,4.0
649,3.0000000000000004
659,3.0000000000000004
660,3.0
664,3.0000000000000004
671,3.0
672,3.0
677,3.0000000000000004
679,3.0000000000000004
681,2.9999999999999996
682,3.0
683,3.0000000000000004
725,3.0000000000000004
726,2.5
777,4.0
778,4.0
809,3.0
969,1.0
970,1.0
972,3.0
973,3.0000000000000004
975,1.0
976,3.0
977,2.9999999999999996
1001,4.0
1002,4.0
1003,3.272727272727272
1004,2.0
1203,5.0
1204,4.0
1261,4.0
2254,4.0
2638,3.0
2639,1.0
2656,1.0
2657,1.0
2658,1.0
2659,1.0
2660,1.0
2661,1.0
2665,2.0
2675,2.0
2676,3.2
3149,2.0
3380,3.0000000000000004
3381,3.0
3385,4.0
3386,4.0
3387,2.0
3549,2.0
3550,2.0
3720,1.0
3721,1.0
3722,2.0
3946,2.0
4013,2.176470588235294
4014,3.0
4270,2.3636363636363633
4385,4.0
4386,4.0
4387,3.0000000000000004
4419,4.0
4429,2.5999999999999996
4430,3.4545454545454546
4431,4.0
4481,4.0
4569,4.333333333333333
4570,5.0
4811,3.0000000000000004
4872,4.0
4873,1.0
4874,2.0
5203,3.0000000000000004
5207,4.0
5209,4.0
5210,4.0
5231,2.0
5284,3.0000000000000004
5285,3.0000000000000004
5340,4.0
5456,1.0
5616,4.0
5617,4.0
5673,4.0
5748,4.0
5749,4.0
5750,4.0
5751,4.0
5754,5.0
5755,4.375
5757,4.0
5762,5.0
6216,2.0
6217,2.5
6218,3.0
6332,3.666666666666667
6940,3.0
6941,3.4210526315789473
6942,3.4999999999999996
7016,4.0
7312,4.0
7313,4.0
7316,2.333333333333333
7319,2.0
7320,4.5
7321,4.5
7322,4.5
7574,2.0
7594,2.0
7646,2.0
7647,3.0
7684,4.0
7725,3.0
7878,3.0
7879,2.9999999999999996
7880,2.4545454545454546
7881,2.0
8226,4.0
8288,4.0
8289,4.0
8290,3.0
8310,4.0
8311,4.0
8346,3.0000000000000004
8347,3.0
8458,2.0
8952,2.9999999999999996
9304,1.0
9305,1.0
9473,3.0000000000000004
9474,4.0
9475,3.0
9476,2.9999999999999996
9477,3.0
9603,2.0
9604,2.0
9605,2.0
9750,2.9999999999999996
9751,4.0
9768,2.0
9874,2.0
9875,2.0
9876,4.0
9877,4.0
9878,3.0000000000000004
9879,3.0
10448,4.0
10449,4.0
10450,4.0
10595,1.9000000000000001
11287,4.0
11484,2.5
12064,4.0
12065,3.0
12261,4.0
12264,4.0
12265,4.0
12565,1.4545454545454546
12566,1.0
12567,1.0
12849,2.0
12898,3.0000000000000004
12942,1.0
13477,3.0
13478,3.0
