index_seg,csl
103,2.5
104,4.0
128,4.0
138,4.0
139,5.0
180,3.0
181,4.0
256,4.0
258,2.3333333333333335
269,4.0
329,4.0
362,4.0
574,3.0
575,3.0000000000000004
577,3.0000000000000004
580,4.0
581,4.25
582,4.0
613,4.0
648,3.4999999999999996
658,2.5
662,3.0
664,3.0000000000000004
668,3.0000000000000004
673,2.0
677,2.0
682,4.0
683,3.0000000000000004
725,4.0
726,4.0
776,3.0
778,4.0
779,4.0
808,2.9999999999999996
809,2.0
893,3.0
894,3.0
967,5.0
970,1.7058823529411762
973,3.4545454545454546
975,2.0
977,2.0
993,2.0
997,2.0
1002,3.0
1203,4.0
1244,3.0
1261,3.0000000000000004
1531,4.0
1532,4.0
2177,2.0
2254,4.0
2639,1.0
2641,2.0
2652,2.5
2656,2.0
2657,1.5
2671,3.0000000000000004
2676,2.0
2685,4.0
2733,2.0
3149,2.0
3381,3.0
3383,4.5
3384,3.0000000000000004
3385,5.0
3387,3.0
3388,3.555555555555556
3389,4.0
3593,3.0
3721,2.0
3722,3.0
3946,3.0
3947,4.0
4012,2.0
4014,2.2941176470588234
4270,2.0
4271,4.0
4272,3.0
4273,3.0000000000000004
4418,3.0000000000000004
4419,3.545454545454545
4429,4.0
4430,3.4545454545454546
4431,4.0
4432,3.0
4480,2.9999999999999996
4481,3.0
4569,4.999999999999999
4570,5.0
4791,4.0
4812,4.0
4874,2.777777777777778
4998,3.0000000000000004
5203,2.0
5209,5.0
5210,4.5
5231,2.0
5284,2.875
5286,4.0
5288,3.3333333333333335
5455,3.0000000000000004
5616,3.0000000000000004
5665,4.0
5669,4.0
5672,4.0
5749,2.0
5750,4.0
5751,4.0
5752,3.0
5754,3.6666666666666665
5755,4.0
6000,3.0
6215,3.6363636363636362
6218,3.0
6332,2.0
6939,4.0
7312,4.0
7313,4.0
7316,4.0
7318,4.0
7320,5.0
7321,5.0
7322,5.0
7684,2.5
7727,4.0
7728,3.0000000000000004
7774,4.0
7817,3.0
7879,3.0
7880,2.4545454545454546
7881,3.0000000000000004
8259,5.0
8288,4.0
8349,3.0
8458,4.0
8952,2.0
8953,3.2
9301,1.0
9307,2.0
9473,4.5
9474,5.0
9476,3.0
9603,1.0
9604,2.0
9605,2.9999999999999996
9606,2.0
9750,4.0
9861,4.0
9873,3.0000000000000004
9874,2.0
9875,2.0
9876,4.0
9877,4.0
9878,5.0
9882,2.0
10396,4.0
10448,4.500000000000001
10453,3.0000000000000004
10595,3.5000000000000004
11484,5.0
11485,3.0000000000000004
12047,1.5
12064,5.0
12065,3.888888888888889
12262,4.0
12263,4.0
12264,4.0
12265,4.0
12453,2.5
12565,4.0
12568,3.0
12898,4.124999999999999
13435,3.0000000000000004
13449,5.0
