index_seg,csl
10394,3.0000000000000004
11886,3.0000000000000004
128,3.0000000000000004
254,3.0000000000000004
255,3.0
256,3.0
257,3.0000000000000004
2653,2.0
2671,5.0
2672,5.0
4012,2.0
4570,1.0
4737,2.0
5209,4.0
5210,4.0
5286,5.0
5501,1.0
5669,4.0
5670,4.0
5671,4.0
6000,1.0
6217,4.0
6330,3.0000000000000004
6331,3.0000000000000004
6340,3.0000000000000004
649,2.0
672,2.0
673,2.0
675,2.0
676,2.0
677,2.0
6939,3.0000000000000004
6941,3.0000000000000004
6942,3.0
7010,4.0
7016,5.0
7313,3.0000000000000004
7317,5.0
7318,5.0
777,4.0
778,4.0
808,3.0
809,2.5999999999999996
8310,5.0
8311,5.0
8348,4.0
8349,4.0
8953,4.0
976,3.0
9855,3.0
