index_seg,csl
101,2.9999999999999996
10393,4.0
10394,4.0
10403,3.0
10448,3.5454545454545454
10449,5.0
10595,2.5
11484,2.5
11485,3.0000000000000004
12047,1.0
12064,4.0
12065,3.0
12263,4.0
12264,4.0
12265,4.0
12565,1.0
12566,1.0
12567,1.5555555555555554
12568,2.0
1261,2.0
1278,4.0
128,4.0
12849,3.0000000000000004
12898,5.0
12942,1.0
134,3.0
13447,4.0
13449,4.0
136,4.0
137,4.0
140,4.0
1533,3.0
180,3.0
181,3.0000000000000004
182,3.0
183,3.0000000000000004
2177,3.0000000000000004
2254,3.0000000000000004
253,3.0000000000000004
258,3.0000000000000004
2635,2.0
2641,3.0
2652,2.0
2653,2.0
2674,2.5
2675,2.5
269,4.0
3149,3.0000000000000004
329,2.0
330,2.5
331,3.0
3380,3.0000000000000004
3381,3.0
3383,3.0000000000000004
3385,3.0
3387,3.3333333333333335
3388,3.6
3389,3.0000000000000004
362,4.0
3717,2.0
3720,2.0
3721,2.0
3946,2.0
4012,1.5999999999999999
4271,3.0
4272,3.0
4273,3.0
4385,4.0
4387,3.0000000000000004
4418,4.0
4419,4.0
4429,2.9999999999999996
4430,3.0
4432,4.0
4480,4.0
4481,4.0
4569,4.4
4570,1.0
4737,2.0
4811,3.0000000000000004
4871,3.0
4872,3.818181818181818
4874,4.0
4998,3.0000000000000004
513,3.333333333333333
5203,3.0000000000000004
5207,5.0
5208,5.0
5209,4.0
5210,4.0
5285,4.0
5286,4.0
5287,5.0
5367,2.9999999999999996
5452,4.0
5457,4.0
5616,3.5
5617,3.5
5669,4.0
5670,4.0
5671,4.0
5673,4.0
574,3.0
5750,3.0000000000000004
5751,3.0
5755,4.0
5756,2.0
5757,3.5
5758,4.0
5759,2.9999999999999996
578,2.4545454545454546
579,3.0
581,3.818181818181818
582,3.6875
583,4.0
6000,2.1999999999999997
6001,2.0
616,2.9999999999999996
6215,3.0000000000000004
6216,2.181818181818182
6217,3.6
6218,4.0
6330,3.0000000000000004
6331,3.0000000000000004
6332,2.9999999999999996
6333,4.0
6340,3.0000000000000004
648,3.4999999999999996
649,2.0
651,2.9999999999999996
658,3.0000000000000004
664,4.0
665,4.0
666,4.0
675,3.0000000000000004
676,3.0
677,3.4210526315789473
681,3.0000000000000004
6939,3.0000000000000004
6940,3.0
6941,3.0000000000000004
6942,3.0
6945,3.4999999999999996
725,3.0000000000000004
726,3.333333333333333
7313,3.0000000000000004
7316,2.2
7317,4.2727272727272725
7318,4.5
7320,5.0
7321,5.0
7322,4.181818181818181
7573,3.0000000000000004
7593,3.0
7594,3.0
7647,2.6874999999999996
771,3.0000000000000004
7727,4.0
776,4.0
7769,3.0
777,4.0
7774,3.777777777777778
7775,3.0
778,4.0
779,4.0
7878,2.4545454545454546
7879,2.9999999999999996
7880,3.0
7881,3.0000000000000004
7882,3.0
7883,3.0
808,3.0000000000000004
809,2.0
8258,4.0
8288,4.0
8289,4.0
8346,3.0000000000000004
8347,3.0
8348,4.0
8349,4.0
8458,3.428571428571429
893,3.0
894,3.0
8952,2.0
8953,2.0
9299,2.25
9306,2.0
9307,2.0
9475,3.0
9476,3.0
9603,1.0
9605,2.9999999999999996
9606,3.0000000000000004
968,3.0
969,1.909090909090909
97,4.0
970,2.0588235294117645
971,2.5
972,3.0625
973,4.0
975,2.0
9751,2.0
976,2.6874999999999996
9768,3.0
977,2.5
98,3.0
9855,3.0
9858,3.3333333333333335
9859,2.842105263157895
9860,2.0
9861,3.8000000000000003
9874,3.0
9875,3.0
